scenario,controller,seed,RT,RT_norm,Overshoot,RI,NDR,ControlEffort,PerfMean,PerfStd,StabilityPost,Retention,AdaptSpeed,MemStability
adversarial_coupling,arc_robust,8,100.0,1.0,0.17562906229383513,0.0,0.0,1.2678472217980592,0.9164086965276159,0.10307074575692857,0.10307074575692857,1.0,0.0,0.8695026835422102
adversarial_coupling,arc_robust,9,100.0,1.0,0.17331359804891122,0.0,0.0,1.2675184285400392,0.9170261792764022,0.10241059278407935,0.10241059278407935,1.0,0.0,0.8686768007174586
adversarial_coupling,arc_robust,10,100.0,1.0,0.1730388997115614,0.0,0.0,1.269604661207463,0.91535586558819,0.10403380192812105,0.10403380192812105,1.0,0.0,0.8707630424040949
adversarial_coupling,arc_robust,11,100.0,1.0,0.176020568837294,0.0,0.0,1.2685618771994085,0.9153953548152673,0.10440279335577649,0.10440279335577649,1.0,0.0,0.870810033764502
adversarial_coupling,arc_robust,12,100.0,1.0,0.1743386029477838,0.0,0.0,1.2696999983748554,0.9157739958977418,0.10348864106353259,0.10348864106353259,1.0,0.0,0.8695353865184
adversarial_coupling,arc_robust,13,100.0,1.0,0.17897217460751313,0.0,0.0,1.2677808164808735,0.9165876882970864,0.10309197809462559,0.10309197809462559,1.0,0.0,0.8692314212268054
adversarial_coupling,arc_robust,14,100.0,1.0,0.17967640675646224,0.0,0.0,1.2679891459934451,0.915946440122686,0.10377196486473272,0.10377196486473272,1.0,0.0,0.8702971163692402
adversarial_coupling,arc_robust,15,100.0,1.0,0.17409420626321048,0.0,0.0,1.2701986105339786,0.914843205133054,0.1045638404874778,0.1045638404874778,1.0,0.0,0.8713894333450545
adversarial_coupling,arc_robust,16,100.0,1.0,0.17107115868602174,0.0,0.0,1.2671586533617185,0.9171451922063865,0.10251035412741366,0.10251035412741366,1.0,0.0,0.8685145648020546
adversarial_coupling,arc_robust,17,100.0,1.0,0.1722216400670059,0.0,0.0,1.2683251776419882,0.9199841239648888,0.09807912505569187,0.09807912505569187,1.0,0.0,0.8660589879514776
adversarial_coupling,arc_robust,18,100.0,1.0,0.17245138911797475,0.0,0.0,1.2714508699779596,0.9162739048291719,0.10201198822932986,0.10201198822932986,1.0,0.0,0.8661675436357947
adversarial_coupling,arc_robust,19,100.0,1.0,0.17698334657244752,0.0,0.0,1.268228604201693,0.916041322851566,0.1043297542198122,0.1043297542198122,1.0,0.0,0.870845352487157
adversarial_coupling,arc_robust,20,100.0,1.0,0.174062810254332,0.0,0.0,1.2659403625501788,0.9193402632090553,0.09903330759955684,0.09903330759955684,1.0,0.0,0.8684830310333519
adversarial_coupling,arc_adaptive,1,100.0,1.0,0.06734684695029824,0.153125,0.0,2.310409520759813,0.19451633563629206,0.14325579793884424,0.14325579793884424,0.5639278650331465,0.0,0.8642903724534277
adversarial_coupling,arc_adaptive,2,100.0,1.0,0.0,0.0,0.0,2.3310884989184455,0.19133481493116528,0.13737025952751336,0.13737025952751336,0.5849742924057239,0.0,0.820055841920932
adversarial_coupling,arc_adaptive,3,100.0,1.0,0.0,0.0,0.0,2.331105482641163,0.19322094095067807,0.14203854032115612,0.14203854032115612,0.5755176299476102,0.0,0.8156993337474301
adversarial_coupling,arc_adaptive,4,100.0,1.0,0.0,0.0,0.0,2.3311224644155297,0.19468359342726255,0.14473428156821547,0.14473428156821547,0.5647449739157048,0.0,0.8135053183395404
adversarial_coupling,arc_adaptive,5,100.0,1.0,0.0,0.0,0.0,2.3311394442415456,0.19035514246444893,0.13497522684973154,0.13497522684973154,0.590501880233222,0.0,0.8222210706330109
adversarial_coupling,arc_adaptive,6,100.0,1.0,0.0,0.0,0.0,2.33115642211921,0.1911377833098436,0.1385836229977548,0.1385836229977548,0.5899986535845045,0.0,0.8189060538605204
